1      2  3     4     5      6     7     8     9    10     11   12    13      14
2018  96  2   -6.3  119.3 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  96  3   -6.3  119.3 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  96  4   -6.3  119.3 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  96  5   -6.3  119.4 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  96  6   -6.3  119.4 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  96  7   -6.3  119.5 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  96  8   -6.3  119.5 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  96  9   -6.3  119.5 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  96 10   -6.3  119.6 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  96 11   -6.3  119.6 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  96 12   -6.3  119.7 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  96 13   -6.3  119.7 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  96 14   -6.3  119.7 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  96 15   -6.3  119.8 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  96 16   -6.3  119.8 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  96 17   -6.3  119.9 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  96 18   -6.3  119.9 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  96 19   -6.3  120.0 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  96 20   -6.3  120.0 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  96 21   -6.3  120.0 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  96 22   -6.3  120.1 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  96 23   -6.3  120.1 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  97  0   -6.3  120.2 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  97  1   -6.3  120.2 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  97  2   -6.3  120.2 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  97  3   -6.3  120.3 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  97  4   -6.3  120.3 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  97  5   -6.3  120.4 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  97  6   -6.3  120.4 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  97  7   -6.3  120.4 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  97  8   -6.3  120.5 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  97  9   -6.3  120.5 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  97 10   -6.3  120.6 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  97 11   -6.2  120.6 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  97 12   -6.2  120.7 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  97 13   -6.2  120.7 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  97 14   -6.2  120.7 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  97 15   -6.2  120.8 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  97 16   -6.2  120.8 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  97 17   -6.2  120.9 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  97 18   -6.2  120.9 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  97 19   -6.2  120.9 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  97 20   -6.2  121.0 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  97 21   -6.2  121.0 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  97 22   -6.2  121.1 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  97 23   -6.2  121.1 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  98  0   -6.2  121.1 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  98  1   -6.2  121.2 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  98  2   -6.2  121.2 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  98  3   -6.2  121.3 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  98  4   -6.2  121.3 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  98  5   -6.2  121.4 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  98  6   -6.2  121.4 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  98  7   -6.2  121.4 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  98  8   -6.2  121.5 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  98  9   -6.2  121.5 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  98 10   -6.2  121.6 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  98 11   -6.2  121.6 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  98 12   -6.2  121.6 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  98 13   -6.2  121.7 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  98 14   -6.2  121.7 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  98 15   -6.2  121.8 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  98 16   -6.2  121.8 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  98 17   -6.2  121.8 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  98 18   -6.2  121.9 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  98 19   -6.2  121.9 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  98 20   -6.2  122.0 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  98 21   -6.2  122.0 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  98 22   -6.2  122.1 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  98 23   -6.2  122.1 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  99  0   -6.1  122.1 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  99  1   -6.1  122.2 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  99  2   -6.1  122.2 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  99  3   -6.1  122.3 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  99  4   -6.1  122.3 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  99  5   -6.1  122.3 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  99  6   -6.1  122.4 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  99  7   -6.1  122.4 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  99  8   -6.1  122.5 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  99  9   -6.1  122.5 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  99 10   -6.1  122.5 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  99 11   -6.1  122.6 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  99 12   -6.1  122.6 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  99 13   -6.1  122.7 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  99 14   -6.1  122.7 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  99 15   -6.1  122.8 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  99 16   -6.1  122.8 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  99 17   -6.1  122.8 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  99 18   -6.1  122.9 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  99 19   -6.1  122.9 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  99 20   -6.1  123.0 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  99 21   -6.1  123.0 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  99 22   -6.1  123.0 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018  99 23   -6.1  123.1 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 100  0   -6.1  123.1 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 100  1   -6.1  123.2 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 100  2   -6.1  123.2 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 100  3   -6.1  123.2 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 100  4   -6.1  123.3 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 100  5   -6.1  123.3 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 100  6   -6.1  123.4 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 100  7   -6.1  123.4 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 100  8   -6.1  123.4 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 100  9   -6.1  123.5 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 100 10   -6.1  123.5 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 100 11   -6.1  123.6 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 100 12   -6.0  123.6 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 100 13   -6.0  123.7 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 100 14   -6.0  123.7 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 100 15   -6.0  123.7 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 100 16   -6.0  123.8 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 100 17   -6.0  123.8 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 100 18   -6.0  123.9 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 100 19   -6.0  123.9 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 100 20   -6.0  123.9 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 100 21   -6.0  124.0 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 100 22   -6.0  124.0 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 100 23   -6.0  124.1 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 101  0   -6.0  124.1 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 101  1   -6.0  124.1 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 101  2   -6.0  124.2 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 101  3   -6.0  124.2 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 101  4   -6.0  124.3 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 101  5   -6.0  124.3 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 101  6   -6.0  124.4 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 101  7   -6.0  124.4 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 101  8   -6.0  124.4 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 101  9   -6.0  124.5 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 101 10   -6.0  124.5 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 101 11   -6.0  124.6 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 101 12   -6.0  124.6 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 101 13   -6.0  124.6 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 101 14   -6.0  124.7 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 101 15   -6.0  124.7 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 101 16   -6.0  124.8 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 101 17   -6.0  124.8 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 101 18   -6.0  124.8 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 101 19   -6.0  124.9 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 101 20   -6.0  124.9 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 101 21   -6.0  125.0 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 101 22   -5.9  125.0 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 101 23   -5.9  125.0 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 102  0   -5.9  125.1 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 102  1   -5.9  125.1 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 102  2   -5.9  125.2 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 102  3   -5.9  125.2 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 102  4   -5.9  125.3 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 102  5   -5.9  125.3 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 102  6   -5.9  125.3 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 102  7   -5.9  125.4 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 102  8   -5.9  125.4 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 102  9   -5.9  125.5 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 102 10   -5.9  125.5 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 102 11   -5.9  125.5 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 102 12   -5.9  125.6 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 102 13   -5.9  125.6 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 102 14   -5.9  125.7 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 102 15   -5.9  125.7 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 102 16   -5.9  125.7 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 102 17   -5.9  125.8 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 102 18   -5.9  125.8 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 102 19   -5.9  125.9 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 102 20   -5.9  125.9 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 102 21   -5.9  125.9 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 102 22   -5.9  126.0 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 102 23   -5.9  126.0 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 103  0   -5.9  126.1 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 103  1   -5.9  126.1 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 103  2   -5.9  126.2 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 103  3   -5.9  126.2 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 103  4   -5.9  126.2 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 103  5   -5.9  126.3 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 103  6   -5.9  126.3 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 103  7   -5.8  126.4 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 103  8   -5.8  126.4 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 103  9   -5.8  126.4 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 103 10   -5.8  126.5 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 103 11   -5.8  126.5 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 103 12   -5.8  126.6 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 103 13   -5.8  126.6 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 103 14   -5.8  126.6 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 103 15   -5.8  126.7 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 103 16   -5.8  126.7 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 103 17   -5.8  126.8 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 103 18   -5.8  126.8 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 103 19   -5.8  126.9 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 103 20   -5.8  126.9 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 103 21   -5.8  126.9 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 103 22   -5.8  127.0 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 103 23   -5.8  127.0 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 104  0   -5.8  127.1 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 104  1   -5.8  127.1 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 104  2   -5.8  127.1 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 104  3   -5.8  127.2 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 104  4   -5.8  127.2 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 104  5   -5.8  127.3 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 104  6   -5.8  127.3 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 104  7   -5.8  127.3 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 104  8   -5.8  127.4 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 104  9   -5.8  127.4 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 104 10   -5.8  127.5 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 104 11   -5.8  127.5 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 104 12   -5.8  127.5 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 104 13   -5.8  127.6 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 104 14   -5.8  127.6 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 104 15   -5.8  127.7 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 104 16   -5.7  127.7 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 104 17   -5.7  127.8 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 104 18   -5.7  127.8 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 104 19   -5.7  127.8 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 104 20   -5.7  127.9 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 104 21   -5.7  127.9 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 104 22   -5.7  128.0 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 104 23   -5.7  128.0 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 105  0   -5.7  128.0 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 105  1   -5.7  128.1 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 105  2   -5.7  128.1 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 105  3   -5.7  128.2 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 105  4   -5.7  128.2 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 105  5   -5.7  128.2 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 105  6   -5.7  128.3 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 105  7   -5.7  128.3 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 105  8   -5.7  128.4 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 105  9   -5.7  128.4 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 105 10   -5.7  128.4 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 105 11   -5.7  128.5 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 105 12   -5.7  128.5 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 105 13   -5.7  128.6 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 105 14   -5.7  128.6 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 105 15   -5.7  128.6 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 105 16   -5.7  128.7 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 105 17   -5.7  128.7 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 105 18   -5.7  128.8 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 105 19   -5.7  128.8 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 105 20   -5.7  128.9 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 105 21   -5.7  128.9 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 105 22   -5.7  128.9 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 105 23   -5.6  129.0 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 106  0   -5.6  129.0 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 106  1   -5.6  129.1 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 106  2   -5.6  129.1 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 106  3   -5.6  129.1 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 106  4   -5.6  129.2 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 106  5   -5.6  129.2 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 106  6   -5.6  129.3 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 106  7   -5.6  129.3 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 106  8   -5.6  129.3 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 106  9   -5.6  129.4 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 106 10   -5.6  129.4 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 106 11   -5.6  129.5 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 106 12   -5.6  129.5 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 106 13   -5.6  129.5 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 106 14   -5.6  129.6 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 106 15   -5.6  129.6 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 106 16   -5.6  129.7 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 106 17   -5.6  129.7 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 106 18   -5.6  129.8 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 106 19   -5.6  129.8 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 106 20   -5.6  129.8 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 106 21   -5.6  129.9 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 106 22   -5.6  129.9 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 106 23   -5.6  130.0 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
2018 107  0   -5.6  130.0 999.9 999.9 999.9 999.9 9999. 999.9 999.9 999.9 9999999.
