1      2  3     4     5      6     7     8     9    10     11   12    13      14
2018   4 22   -3.3   27.2   1.2  -1.4  -0.0   2.5  380.   1.7  -1.8   5.6   41770.
2018   4 23   -3.3   27.2   2.0  -0.6   1.5   2.8  374.   0.7  -2.1   5.7   42948.
2018   5  0   -3.3   27.2   1.7  -1.5   0.7   3.2  372.  -0.4  -1.6   5.6   48136.
2018   5  1   -3.3   27.3   0.3  -2.9  -3.0   4.4  373.   2.1  -0.1   4.6   30867.
2018   5  2   -3.3   27.3   0.6  -3.8  -0.6   4.2  375.   0.4  -0.5   4.8   29506.
2018   5  3   -3.3   27.4   1.4  -2.7   0.0   4.0  373.   0.2  -0.5   5.1   32523.
2018   5  4   -3.4   27.4   1.0  -1.9  -0.3   3.7  368.  -0.2  -0.8   5.1   30037.
2018   5  5   -3.4   27.4   0.8  -2.3   2.3   3.8  367.  -1.4  -0.7   5.1   32846.
2018   5  6   -3.4   27.5   1.4  -3.2  -0.4   3.7  367.  -0.4   0.1   5.0   34248.
2018   5  7   -3.4   27.5   0.5  -2.5  -1.4   3.3  364.   0.1   0.0   4.7   33312.
2018   5  8   -3.4   27.6   1.1  -2.2   0.1   3.3  360.  -1.2  -0.3   5.3   35924.
2018   5  9   -3.4   27.6   1.0  -1.8  -1.0   3.0  361.  -0.4   0.2   7.2   30844.
2018   5 10   -3.4   27.7   0.1  -1.3  -1.7   2.5  361.  -0.5  -0.1   8.7   23678.
2018   5 11   -3.4   27.7  -0.2  -1.5  -1.9   2.7  360.   0.3   0.1   9.0   22124.
2018   5 12   -3.4   27.7   0.0  -0.4  -0.8   1.6  358.   0.0  -0.3  10.1   17473.
2018   5 13   -3.4   27.8   0.2   0.2  -0.7   1.7  357.   0.0  -0.4   9.9   19645.
2018   5 14   -3.4   27.8  -0.6   0.9  -0.9   2.2  355.  -0.2   0.2  10.2   18250.
2018   5 15   -3.4   27.9   0.7   0.4  -0.3   1.0  350.   0.1   0.3  12.8   15816.
2018   5 16   -3.4   27.9   1.4  -0.4  -0.2   1.7  347.   0.2   0.3  13.0   13232.
2018   5 17   -3.4   28.0   1.3   0.4  -0.9   2.0  343.  -0.0   0.9  12.2   13047.
2018   5 18   -3.4   28.0   0.8   1.3  -1.2   2.0  339.   0.6   0.8  12.3   13158.
2018   5 19   -3.4   28.0   0.7   1.9  -1.8   2.8  337.   1.0   0.8  12.3   11510.
2018   5 20   -3.4   28.1  -0.0   2.3  -2.1   3.1  337.   1.5   1.5  13.8   12127.
2018   5 21   -3.4   28.1  -0.8   2.5  -1.9   3.3  336.   1.6   1.9  15.2   11912.
2018   5 22   -3.4   28.2  -0.4   1.6  -0.6   1.9  332.   1.8   1.8  15.9   12251.
2018   5 23   -3.4   28.2   1.1   0.8  -0.4   1.7  331.   2.2   1.8  15.9   12267.
2018   6  0   -3.4   28.3   0.4   0.0   1.0   1.6  328.   2.1   1.7  15.7   11948.
2018   6  1   -3.5   28.3  -0.3  -0.5   0.6   1.0  324.   2.1   2.0  15.0   12841.
2018   6  2   -3.5   28.3  -1.1   0.6   0.4   1.9  315.   2.2   2.6  11.1   15706.
2018   6  3   -3.5   28.4  -1.8   2.4  -0.3   3.3  310.   1.7   2.7   7.0   18568.
2018   6  4   -3.5   28.4  -1.8   2.8  -0.4   3.5  308.   1.9   2.7   7.1   19232.
2018   6  5   -3.5   28.5  -1.4   2.9  -1.0   3.6  309.   1.5   3.0   7.4   19458.
2018   6  6   -3.5   28.5  -1.1   3.0  -2.0   3.9  312.   0.9   2.9   8.2   20517.
2018   6  7   -3.5   28.5  -0.7   3.2  -2.7   4.3  316.   0.2   3.2   9.1   20735.
2018   6  8   -3.5   28.6  -0.9   3.7  -1.5   4.2  314.   0.4   3.7   9.2   21611.
2018   6  9   -3.5   28.6  -1.8   3.3  -2.0   4.3  305.   0.8   3.4   9.1   23574.
2018   6 10   -3.5   28.7  -1.8   3.5  -1.3   4.1  303.   0.9   3.5   8.8   23478.
2018   6 11   -3.5   28.7  -3.1   2.6   0.0   4.1  303.   1.2   2.8   8.5   26787.
2018   6 12   -3.5   28.8  -2.6   1.9  -1.8   3.9  304.  -0.3   2.4   9.1   26303.
2018   6 13   -3.5   28.8  -1.7   1.7  -1.6   3.5  305.  -0.0   2.1   9.3   29090.
2018   6 14   -3.5   28.8  -2.6  -0.5   0.6   3.1  301.   1.6   0.4   8.9   23749.
2018   6 15   -3.5   28.9  -2.4   2.0  -0.3   3.3  300.   1.2   2.5   8.7   25007.
2018   6 16   -3.5   28.9  -3.0  -0.4   0.0   3.2  297.   1.5   1.3   8.9   24359.
2018   6 17   -3.5   29.0  -2.5   0.7   0.2   3.2  297.   1.0   1.5   9.5   24902.
2018   6 18   -3.5   29.0  -2.7   1.6  -0.5   3.2  298.   0.2   0.8   9.7   20598.
2018   6 19   -3.5   29.1  -2.5   1.5  -1.3   3.3  297.  -1.0   0.9  10.0   19662.
2018   6 20   -3.5   29.1  -3.1   0.6  -1.2   3.5  295.  -1.2   1.6  10.0   17047.
2018   6 21   -3.5   29.1  -2.7   0.3  -1.0   3.3  294.  -1.3   1.6  10.7   15835.
2018   6 22   -3.5   29.2  -2.1   2.0  -0.7   3.1  295.  -1.1   1.6  10.8   13954.
2018   6 23   -3.6   29.2  -1.9   2.2  -0.8   3.1  293.  -1.1   1.1  11.0   13086.
2018   7  0   -3.6   29.3  -1.4   3.0  -0.1   3.4  292.  -0.7   0.7  10.9   13215.
2018   7  1   -3.6   29.3  -0.6   3.2   0.5   3.3  292.  -0.2   0.6  11.7   13562.
2018   7  2   -3.6   29.3  -0.0   3.6   0.8   3.7  290.   0.5   1.0  11.4   12513.
2018   7  3   -3.6   29.4  -0.1   3.1   1.4   3.6  290.   0.8   1.1  11.5   12798.
2018   7  4   -3.6   29.4  -0.1   3.1   0.8   3.4  289.   0.6   0.8  11.6   13180.
2018   7  5   -3.6   29.5  -0.5   3.6   1.1   3.9  289.   0.8   1.2  11.2   12759.
2018   7  6   -3.6   29.5  -1.7   2.6   1.2   3.7  288.   1.1   1.1  13.8   14875.
2018   7  7   -3.6   29.6  -2.4  -0.9   1.1   3.0  287.   1.2   1.2  12.3   16413.
2018   7  8   -3.6   29.6  -1.5   1.8   0.9   2.9  286.   1.1   1.3  11.5   15003.
2018   7  9   -3.6   29.6  -1.1   2.4  -0.3   3.0  287.   0.0   1.7  11.0   15400.
2018   7 10   -3.6   29.7  -1.3   2.3  -0.9   3.1  285.  -0.2   1.6  10.5   13987.
2018   7 11   -3.6   29.7  -0.5   3.3  -0.1   3.4  286.  -0.0   1.9   9.7   11302.
2018   7 12   -3.6   29.8  -0.0   3.5  -0.1   3.5  287.  -0.1   1.6  10.0   12224.
2018   7 13   -3.6   29.8  -0.0   3.0   1.0   3.3  286.   0.3   2.0  11.9   14781.
2018   7 14   -3.6   29.9  -1.3   3.4   0.9   3.8  286.   0.2   1.3  11.3   13752.
2018   7 15   -3.6   29.9  -1.4   1.8   0.5   3.0  286.  -0.4   1.0  14.4   17600.
2018   7 16   -3.6   29.9  -1.4   3.0   0.7   3.5  288.  -0.8   0.9  13.8   17893.
2018   7 17   -3.6   30.0  -1.5   3.6   1.0   4.4  292.  -1.7   0.3  13.6   15106.
2018   7 18   -3.6   30.0  -1.9   2.5  -3.0   4.7  296.  -2.4   0.1  14.4   19164.
2018   7 19   -3.6   30.1  -2.2   3.9  -0.5   4.6  295.  -1.9   0.9  14.9   20886.
2018   7 20   -3.7   30.1  -3.0   2.8   1.0   4.4  291.  -1.4   0.8  15.7   21038.
2018   7 21   -3.7   30.2  -1.6   2.0   2.7   3.8  293.  -1.2   0.1  16.2   20187.
2018   7 22   -3.7   30.2  -0.7   1.8   2.2   3.2  294.  -1.3  -0.3  18.3   19483.
2018   7 23   -3.7   30.2   0.3   0.6   2.0   2.2  296.  -1.1  -1.2  22.7   17655.
2018   8  0   -3.7   30.3  -1.2   1.2   1.2   2.3  295.  -1.1  -1.6  24.0   16625.
2018   8  1   -3.7   30.3  -1.3   0.5   0.6   1.9  293.  -1.2  -2.1  24.9   16218.
2018   8  2   -3.7   30.4  -1.1   0.9   1.7   2.7  291.   0.5  -2.7  23.4   16326.
2018   8  3   -3.7   30.4   0.4   3.5   1.7   4.1  296.   0.1  -1.6  19.9   18625.
2018   8  4   -3.7   30.4   0.2   6.1   1.6   6.4  301.  -0.4   0.3  14.0   16504.
2018   8  5   -3.7   30.5   0.5   5.4   1.0   5.7  301.  -1.2   1.2  13.3   16398.
2018   8  6   -3.7   30.5   0.2   4.2   3.8   5.8  298.  -0.9  -0.1  14.9   15597.
2018   8  7   -3.7   30.6   0.4  10.9   3.4  12.0  332.  -5.6   1.8  34.9   34339.
2018   8  8   -3.7   30.6   1.2  12.9   0.5  13.4  345.  -7.5   2.3  45.6   38118.
2018   8  9   -3.7   30.7   8.1   2.6   8.4  13.8  349.  -6.8   0.6  52.5   38591.
2018   8 10   -3.7   30.7   9.4  -2.7   9.0  13.4  362.  -4.8  -0.3  40.1   63635.
2018   8 11   -3.7   30.7   4.4  -6.0   8.4  12.6  374.  -6.1   1.6  39.2   71538.
2018   8 12   -3.7   30.8   8.8  -4.2   9.3  14.5  371.  -5.8   2.5  40.9   86346.
2018   8 13   -3.7   30.8  -2.4 -11.2  -0.3  17.6  377.  -4.9   2.8  30.6   77187.
2018   8 14   -3.7   30.9  -5.7  -8.3  -6.2  14.3  392.  -1.2  -3.4  12.1  315607.
2018   8 15   -3.7   30.9  -4.5  -2.3  -1.2   9.6  409.  -0.8  -1.7  24.7  199601.
2018   8 16   -3.7   31.0   7.2  -0.1   3.9  10.9  444.   2.9  -1.7  12.4  235447.
2018   8 17   -3.7   31.0   8.6  -6.6   5.0  12.1  476.   3.8  -1.1   8.0  209148.
2018   8 18   -3.8   31.0   6.3  -8.3   2.9  11.2  484.   4.7  -0.6   8.8  279147.
2018   8 19   -3.8   31.1   5.3  -5.8   2.2   9.0  487.   5.3  -3.1   8.9  427833.
2018   8 20   -3.8   31.1   3.8  -1.1   3.9   8.8  498.   5.9  -4.3   9.6  421354.
2018   8 21   -3.8   31.2   1.9  -8.8   1.1   9.5  508.   7.0  -1.6   9.4  384414.
2018   8 22   -3.8   31.2   2.8  -8.3   3.4  11.1  491.   5.0  -2.9   9.1  334874.
2018   8 23   -3.8   31.3   0.6  -6.4   2.4  11.3  499.   3.8  -0.1   7.4  310282.
2018   9  0   -3.8   31.3  -0.7  -6.6  -0.6   9.2  494.   1.3   1.4   9.0  317799.
2018   9  1   -3.8   31.3  -1.6  -4.7  -2.6   7.0  534.   0.4   0.1   5.0  194721.
2018   9  2   -3.8   31.4   1.2  -3.1   0.0   4.7  539.  -2.7  -1.8   3.8  164155.
2018   9  3   -3.8   31.4   0.0  -3.1  -1.9   4.3  541.  -0.8  -1.5   3.5  160805.
2018   9  4   -3.8   31.5  -0.1  -3.0  -2.5   4.5  541.   0.0  -1.3   3.6  140759.
2018   9  5   -3.8   31.5   3.7  -1.4  -0.6   4.4  520.  -1.4  -3.6   3.9  126913.
2018   9  6   -3.8   31.5   3.2  -2.3   0.4   4.1  508.  -1.8  -2.4   4.0  123690.
2018   9  7   -3.8   31.6   2.3  -3.0   1.3   4.1  509.  -2.6  -1.6   3.4  110756.
2018   9  8   -3.8   31.6   2.4  -2.3  -0.1   3.8  507.  -1.1  -1.7   3.6  108606.
2018   9  9   -3.8   31.7  -0.5  -2.1  -1.3   3.1  523.   0.4  -0.7   3.2   91922.
2018   9 10   -3.8   31.7  -3.0  -1.7   0.2   3.5  533.  -1.3  -0.8   3.4   80436.
2018   9 11   -3.8   31.8  -3.7  -0.9  -0.6   3.9  532.  -0.3  -0.3   2.7   53575.
2018   9 12   -3.8   31.8  -3.5  -1.6  -0.2   3.9  527.  -0.8   1.1   2.5   58360.
2018   9 13   -3.8   31.8   1.5  -0.9  -0.9   3.1  492.   0.2   0.2   3.0   91786.
2018   9 14   -3.8   31.9   2.1  -1.0  -2.4   3.5  491.   0.9   0.1   2.8   80548.
2018   9 15   -3.8   31.9   2.7  -0.6  -2.0   3.6  486.   1.4  -0.0   2.8   94303.
2018   9 16   -3.9   32.0   2.5  -0.0  -1.9   3.2  479.   1.6  -1.4   2.7   91959.
2018   9 17   -3.9   32.0   0.3  -0.3  -1.1   2.6  480.   0.7  -1.3   2.8   89128.
2018   9 18   -3.9   32.1  -0.3  -1.2  -0.9   2.5  482.   0.8  -0.7   2.8   69285.
2018   9 19   -3.9   32.1   1.4  -1.4  -0.3   2.3  473.   0.3  -0.5   3.2   72367.
2018   9 20   -3.9   32.1   1.0  -2.0  -0.4   2.9  474.  -0.3  -0.2   2.9   87269.
2018   9 21   -3.9   32.2   0.5  -3.4  -0.2   4.5  475.  -0.6   0.6   3.1   62058.
2018   9 22   -3.9   32.2   1.1  -2.9   1.3   4.4  470.  -1.3   1.0   3.4   76314.
2018   9 23   -3.9   32.3  -1.0  -1.7  -1.0   4.0  474.  -1.4   0.5   4.4   73344.
2018  10  0   -3.9   32.3   2.9  -1.3   2.2   4.7  467.  -2.3   0.5   4.1   58857.
2018  10  1   -3.9   32.4   1.3  -3.5   2.4   5.2  462.  -2.6   0.7   4.9   50896.
2018  10  2   -3.9   32.4  -5.1  -1.3  -2.6   6.0  472.  -1.3   0.5   3.8   33801.
2018  10  3   -3.9   32.4  -4.9  -3.3  -0.8   6.0  466.  -1.1   1.3   3.6   26626.
2018  10  4   -3.9   32.5  -3.9  -3.4   0.3   5.3  462.  -1.1   1.6   4.1   30570.
2018  10  5   -3.9   32.5  -4.0  -2.8   0.5   5.0  459.  -0.4   1.2   4.1   31568.
2018  10  6   -3.9   32.6  -2.1  -3.1   0.8   4.3  458.  -0.5   1.6   4.2   47212.
2018  10  7   -3.9   32.6  -1.4  -3.0   0.2   4.0  453.  -0.0   1.4   4.1   53339.
2018  10  8   -3.9   32.6  -1.3  -2.2  -0.8   3.5  447.  -0.2   1.5   3.9   55995.
2018  10  9   -3.9   32.7  -1.9  -1.9   0.1   3.0  453.  -0.6   1.2   3.8   54603.
2018  10 10   -3.9   32.7  -1.0  -1.7   0.1   2.9  451.  -0.4   1.0   4.0   58124.
2018  10 11   -3.9   32.8  -1.2  -1.5  -0.7   2.7  448.  -0.2   0.7   3.9   57567.
2018  10 12   -3.9   32.8   0.0  -0.8  -0.9   2.3  444.   0.2   0.3   4.1   65216.
2018  10 13   -3.9   32.9  -0.1  -1.9   0.0   2.7  442.   0.2   0.4   3.7   55122.
2018  10 14   -4.0   32.9  -0.4  -1.3  -0.6   2.2  441.   0.2   0.6   4.0   73216.
2018  10 15   -4.0   32.9   2.0  -0.8  -0.8   2.6  430.   0.1   0.0   4.1   72165.
2018  10 16   -4.0   33.0   2.4  -0.6  -0.5   2.8  424.   1.0  -0.7   4.7   64790.
2018  10 17   -4.0   33.0   2.5  -1.1   0.0   2.9  420.   0.4   0.1   4.6   66431.
2018  10 18   -4.0   33.1   2.5  -0.6   0.8   2.8  418.  -0.0   0.0   4.8   66389.
2018  10 19   -4.0   33.1   2.4  -0.3   1.1   2.8  414.   0.5  -0.7   4.7   57007.
2018  10 20   -4.0   33.2   2.4  -0.9   1.0   2.8  409.   0.2  -0.1   4.2   55404.
2018  10 21   -4.0   33.2   2.3  -0.4   1.0   2.6  404.  -0.2  -0.9   4.1   55294.
2018  10 22   -4.0   33.2   2.5  -0.7   0.6   2.7  402.   0.1  -1.3   4.2   64237.
2018  10 23   -4.0   33.3   2.4  -1.2  -0.1   2.7  402.   0.9  -1.1   4.3   68234.
2018  11  0   -4.0   33.3   2.2  -1.4   0.0   2.7  400.   0.7  -0.3   4.3   69903.
2018  11  1   -4.0   33.4   2.3  -1.5  -0.2   2.9  399.   1.0  -0.2   4.3   59799.
2018  11  2   -4.0   33.4   2.1  -1.0  -1.5   2.8  400.   2.1  -0.8   4.2   57654.
2018  11  3   -4.0   33.5   2.3  -0.5  -1.7   3.0  397.   1.9  -0.4   5.2   57958.
2018  11  4   -4.0   33.5   2.7  -1.9  -0.1   3.5  394.   1.2  -0.2   6.0   65206.
2018  11  5   -4.0   33.5   2.1  -2.1   0.8   3.5  396.   1.1  -0.2   5.6   58324.
2018  11  6   -4.0   33.6   1.3  -2.3   0.1   3.3  397.   1.4   0.1   5.6   53271.
2018  11  7   -4.0   33.6   1.5  -2.1  -0.2   3.5  386.   1.1  -0.3   5.4   58323.
2018  11  8   -4.0   33.7   3.2  -1.6   0.9   3.8  369.   0.1  -1.0   5.6   61350.
2018  11  9   -4.0   33.7   0.0  -2.3  -0.6   3.2  384.   1.1  -0.6   5.8   49582.
2018  11 10   -4.0   33.7   2.3  -2.8  -0.7   3.9  371.   1.3   0.6   5.7   53791.
2018  11 11   -4.0   33.8   0.3  -2.7  -0.5   3.3  378.   1.1   0.3   5.7   48151.
2018  11 12   -4.1   33.8   0.4  -2.3   0.5   3.2  388.   1.3   0.0   5.4   40995.
2018  11 13   -4.1   33.9   1.5  -1.7   0.9   4.0  384.   1.7   0.8   4.9   56052.
2018  11 14   -4.1   33.9   4.0  -1.5   1.5   4.6  376.   0.8   0.2   4.5   71941.
2018  11 15   -4.1   34.0   4.0  -1.7   0.8   4.5  373.   1.1  -0.1   4.5   77694.
2018  11 16   -4.1   34.0   3.4  -1.6   1.9   4.3  372.   0.8  -0.1   4.4   62278.
2018  11 17   -4.1   34.0   2.5  -1.5   1.2   3.4  362.   1.0  -0.3   5.0   59972.
2018  11 18   -4.1   34.1   2.5   0.0   0.4   3.3  364.   1.4  -0.5   5.4   59481.
2018  11 19   -4.1   34.1   2.4  -0.4  -0.4   3.2  362.   1.8  -0.4   5.3   56115.
